id,genus
3210,1
918,1
1833,1
4949,1
1036,0
858,0
4196,1
3587,1
1962,1
2127,1
4658,1
3974,1
4359,1
837,0
3706,1
2221,1
2645,1
865,1
2912,1
3474,1
1158,1
2330,0
3308,0
4299,1
4606,1
3450,0
1156,1
4024,1
3394,1
4104,0
973,1
87,0
154,1
3692,0
1966,0
2234,1
1128,1
296,1
3017,1
1900,1
4003,1
4346,1
671,1
3829,1
3118,0
109,0
602,1
3763,0
906,1
2750,1
2603,1
2510,1
2688,1
4364,1
4347,1
1907,1
3530,1
1148,1
247,1
669,1
160,1
2438,1
2407,1
40,1
3750,1
494,1
3871,1
4099,0
1873,1
4286,1
403,1
4774,0
1555,1
1155,0
2589,1
3142,1
2637,1
1235,1
219,1
220,1
4559,1
760,0
267,1
2701,1
30,1
3840,1
301,1
460,1
321,1
3718,1
1161,1
763,1
4164,1
4827,1
1050,1
930,0
1175,0
2770,1
3937,1
1456,1
874,0
459,1
1368,1
3007,0
2375,1
4865,1
3370,1
1344,0
2119,1
2448,1
270,0
83,1
147,1
4194,1
3129,1
243,1
188,1
1429,1
1376,1
2552,1
2772,0
2493,1
2558,0
1560,1
3176,1
3254,1
2863,1
1876,1
4367,1
4528,1
4001,1
2301,1
3209,1
726,1
2266,1
1961,1
3669,0
4281,1
4044,1
3734,1
3153,1
3205,1
2845,0
2667,1
3472,0
1715,0
3047,1
3957,1
4728,1
690,1
4458,1
117,1
4398,1
644,1
3927,1
1071,1
3540,1
2924,1
1938,1
554,1
3161,1
975,1
1329,1
129,1
2565,0
3244,1
2555,1
3618,1
723,1
4721,1
1976,0
3753,0
3873,1
3594,1
1176,0
3488,1
464,1
1868,0
4317,0
3851,1
3929,1
1761,1
2570,0
3774,1
2055,1
1931,1
1137,1
4059,1
4802,1
1729,1
167,1
2295,1
2980,1
1590,0
3522,1
3224,1
3560,0
3899,1
3371,1
291,1
700,1
1862,1
3503,1
3397,1
3681,1
2981,1
4366,1
4461,1
306,0
1223,1
2183,1
3768,1
323,1
2622,0
1130,1
2747,1
3809,0
4643,1
4548,0
1205,0
409,0
2405,1
2965,1
3485,1
3214,0
63,1
325,1
967,1
1864,1
4410,1
2766,1
141,1
3539,0
1485,1
3005,1
3796,1
1969,1
3744,1
3581,1
1504,0
3327,1
4633,0
186,0
70,1
1055,1
3096,1
3165,1
3307,0
193,1
3475,1
1848,1
242,1
2790,1
3725,0
254,1
2730,1
2075,1
190,1
3255,1
194,1
1070,1
4036,0
2027,1
529,1
4446,1
1653,1
415,1
1078,0
4349,1
2880,1
1840,1
1090,1
887,1
2643,0
3230,1
381,0
3988,1
4459,1
1656,1
724,1
878,1
2419,1
1806,1
974,1
3478,1
2351,0
1114,1
2870,1
4542,1
1781,1
1244,1
4515,1
2002,0
4882,0
2712,1
1939,0
4473,1
1305,1
676,1
1530,1
1358,0
4800,1
3574,1
3634,1
3078,0
4564,1
1446,1
825,1
1221,1
531,1
1196,1
1492,0
4391,1
4829,1
2583,1
2690,1
1143,1
2679,0
4089,1
3063,1
4456,1
276,1
3441,1
192,1
345,1
779,0
265,0
993,1
1366,1
2635,1
419,1
3792,1
667,1
4598,1
2769,1
3132,0
1453,1
3523,1
2634,1
961,1
4600,1
4222,1
4535,0
64,1
786,1
2556,0
4068,1
2521,0
1352,1
2969,1
2659,1
3749,1
1662,1
397,1
1805,1
1144,1
1620,1
2025,0
1517,1
3904,1
4616,0
478,0
3831,1
2414,1
2942,1
3858,0
1745,1
1867,1
2657,0
1606,1
1447,0
1131,1
3910,1
2323,0
3231,1
4107,1
1061,1
4646,1
365,0
1508,0
1608,1
3852,1
627,1
2005,1
2721,1
2455,0
208,1
1249,1
2833,1
719,1
195,0
3407,0
4808,1
1948,1
2523,1
2959,1
2486,1
4322,1
3021,0
1836,1
1732,1
4318,1
3136,1
2079,1
3668,0
736,1
1123,0
171,1
1245,0
201,1
4401,1
1060,1
1826,1
2202,1
4960,1
3803,1
1220,1
4277,1
2876,1
2763,1
1343,0
2198,1
3979,0
3510,1
558,1
1994,1
2239,0
2279,0
1250,1
1889,1
2976,1
2668,1
3673,1
3069,1
1525,1
4754,1
3837,1
1796,1
815,1
768,1
3428,1
1544,1
490,1
3093,1
1750,1
388,1
2939,1
3355,1
4418,0
2453,1
1780,0
673,1
4493,1
920,1
3728,0
4118,1
2425,1
3023,1
4419,1
3759,1
3601,1
4590,1
2231,1
1349,1
932,1
1681,0
2156,1
4405,1
1799,1
3667,1
3140,1
1979,1
3872,1
3322,1
3130,1
2525,1
2613,1
3229,0
4847,1
3267,1
1212,1
2559,1
44,1
2389,1
626,1
362,1
4434,1
2394,1
2157,0
3926,0
1200,1
2,1
592,1
3515,0
4091,1
885,1
617,1
2865,1
4645,0
1532,1
1106,0
4789,1
3087,1
1445,1
1136,1
1666,1
3812,1
3732,1
2851,0
630,0
2802,1
4198,1
657,1
3590,1
2839,1
458,1
938,0
2794,0
3636,1
816,1
777,1
4119,1
4494,1
766,1
620,1
3807,1
4612,0
3644,0
3001,0
2941,1
3464,0
2197,1
253,1
4508,1
132,1
4618,0
3715,1
2142,0
1087,0
3817,1
1289,1
2380,1
3799,1
4316,1
4758,1
2220,0
2342,1
3333,1
4412,1
701,0
1360,1
1894,1
3981,1
1279,0
2240,1
134,0
1498,1
3401,1
4946,1
3680,0
3987,0
1723,1
3568,1
1371,1
1053,1
696,1
401,1
4736,1
2785,1
2113,0
3015,0
805,1
1809,1
1755,1
386,1
3058,1
650,0
3782,0
4026,0
2796,1
3689,1
1965,1
1454,1
1347,0
1917,1
4639,1
4482,1
2059,1
1166,1
807,0
2487,1
283,0
1486,1
4310,1
4453,0
50,1
1953,0
1859,1
1110,1
4686,1
1663,1
1736,1
686,1
2540,1
907,1
3679,1
817,1
4157,1
2511,0
1644,1
3252,1
1756,0
2809,1
1783,1
4605,1
2292,0
3420,1
2056,1
1088,1
4215,1
98,1
532,1
2117,0
1882,1
4228,1
2680,0
2542,1
1224,1
3785,1
264,0
2884,1
4376,1
3675,0
4311,1
4607,1
187,1
216,1
2869,1
4571,1
697,0
4481,1
4127,1
68,1
2756,1
224,1
2006,1
2616,1
863,1
2430,1
4556,1
3189,0
2886,1
2768,1
4189,1
3062,1
3042,1
4895,0
1322,1
257,1
1222,1
2378,0
3632,1
642,1
3752,0
691,1
1701,1
2824,1
1854,1
2170,1
1438,1
2855,1
843,1
2577,0
2267,0
3148,1
761,1
3918,0
3716,1
747,1
841,1
2955,1
2820,1
3222,0
1348,0
910,1
2217,0
4805,1
3037,1
2650,0
2391,0
2336,1
1997,1
1490,1
2858,1
794,1
1217,1
4834,1
603,1
2185,1
161,1
2828,1
4899,1
102,0
2165,0
4514,1
2418,0
1383,1
1986,1
539,1
18,0
3866,1
450,1
2921,1
3352,0
4010,1
1673,0
2914,1
633,1
1534,1
3631,1
775,1
3239,1
120,1
2230,1
2774,1
2147,1
2018,1
2187,0
2144,1
2998,1
4167,0
850,1
3162,0
3152,1
4212,1
1120,1
4630,0
2047,1
2932,1
2534,1
2337,1
2031,1
2166,1
1021,1
725,0
2121,0
3652,0
2285,1
372,1
1269,1
3566,1
497,0
4430,1
4325,1
3787,1
2515,1
847,1
89,1
1233,1
1374,1
2227,1
1300,1
1612,1
1294,1
2586,1
2835,0
34,1
2257,0
1097,1
1945,0
1952,1
1387,1
4057,1
3332,1
4940,0
3479,1
3795,1
3034,1
4906,0
6,1
3057,0
3271,1
1457,1
2004,1
93,0
4032,1
2649,0
1760,1
2859,1
3292,1
3134,1
1160,1
2631,1
4497,1
1229,1
2628,1
3629,0
3642,1
2992,1
823,1
2933,1
1773,1
3131,1
3439,1
473,1
3194,1
3273,1
909,1
4365,1
4918,1
1489,1
3319,1
3529,1
1121,0
3542,1
492,1
4773,1
4822,1
1286,1
1682,1
2320,0
4897,1
2154,1
4441,1
1017,0
2647,1
2036,1
3906,0
3537,1
2191,1
1708,1
4741,1
4233,0
437,1
3512,1
1804,0
2742,1
613,1
4174,1
4757,1
746,1
3340,1
2781,1
3767,1
2966,1
1179,1
1642,1
695,1
1528,1
1384,0
2303,1
1293,1
688,1
1851,1
4023,0
2908,1
149,1
4210,1
2128,1
611,1
202,1
2590,1
2927,0
908,1
4390,1
2551,0
3916,1
4108,1
1228,1
1595,1
1813,1
2612,1
4464,1
4703,1
3459,1
896,1
4814,1
3385,1
3430,1
1091,1
3384,1
3425,1
493,1
3915,1
4047,0
929,1
4219,1
995,0
426,1
4888,1
3677,1
1246,1
4495,1
1975,1
2838,1
2546,1
1767,1
407,1
1920,1
4663,1
3122,1
344,1
614,1
2563,1
4350,1
1684,1
970,1
3197,0
4739,1
1786,1
933,1
745,1
1737,1
3445,1
4659,1
867,1
2356,1
1162,0
277,1
2087,1
542,1
1323,1
4213,0
3978,0
3183,1
2711,0
428,1
1843,1
1041,0
1089,0
3723,0
3499,0
4333,0
4828,1
2626,1
1023,1
3839,1
3190,1
1869,1
420,1
2686,1
1448,1
3014,0
2819,1
2362,0
4271,1
2587,1
2611,1
107,1
3699,1
2996,1
598,0
4576,1
1674,1
2873,1
106,1
4374,1
2123,1
217,1
1615,1
1614,1
1763,1
862,1
3824,1
3741,0
2415,1
921,0
1792,1
9,1
2584,1
2800,0
4620,1
3912,1
3025,1
2581,1
2544,1
2135,1
3433,0
3124,1
284,1
710,1
3694,1
3608,1
2473,0
937,1
3894,1
2201,1
3170,0
3206,1
594,1
2729,1
1309,0
4467,1
1367,0
1484,1
2102,0
3712,0
3558,1
1439,1
2253,1
2310,1
2479,0
1567,1
4791,1
349,1
4836,1
435,0
838,1
3035,1
1512,0
679,1
904,1
255,1
4637,1
2844,1
3903,1
1132,1
2652,0
1874,1
3038,1
368,1
3671,1
2922,1
2169,0
1024,1
1287,1
3223,1
4287,1
3504,1
4685,1
2460,0
4747,1
3482,1
3139,1
1580,1
3517,1
2604,1
4585,1
2097,1
3175,1
1394,1
4217,1
4428,0
2173,1
2228,1
3155,1
59,1
3536,1
4850,1
1032,0
892,1
488,1
230,1
240,1
2037,0
1721,1
1676,1
4101,1
3469,1
4335,0
2280,1
954,1
1064,1
2509,1
1311,1
3884,1
2752,0
1601,1
4772,1
662,1
1332,1
2764,0
4424,1
4890,0
236,0
2700,0
3083,1
42,0
4815,1
1712,1
2377,1
2572,1
1502,1
2491,0
449,1
3349,1
3641,0
3465,1
2840,1
2235,1
1119,1
4941,1
4252,1
1189,1
3754,0
2894,0
69,1
4679,1
223,1
4593,1
3172,1
3877,1
2022,1
593,0
2821,1
659,1
406,1
3571,0
4218,1
1375,1
684,1
3867,1
3018,1
1999,1
4074,1
4250,1
1111,1
2207,0
4273,0
947,0
183,0
2387,1
1539,1
2738,0
899,0
4471,1
931,0
3570,1
4735,1
4871,1
1857,1
1284,1
917,1
4577,1
3919,1
3064,1
302,1
1853,1
3315,1
1556,0
1291,0
4870,1
811,0
2395,1
897,1
3541,1
860,1
3721,1
836,0
2459,1
2543,1
1451,0
3638,1
2877,0
304,1
4678,1
3390,1
2726,1
634,1
1988,0
586,0
595,1
4379,1
2074,1
4138,0
4557,1
1268,1
4457,1
4866,1
2958,1
2039,1
2372,0
1724,1
3793,1
3630,1
4640,1
2340,1
1007,1
1998,1
3416,0
4383,1
51,1
4338,1
3849,0
2321,1
1345,1
2129,0
771,0
3878,1
2462,0
1256,1
3584,1
1495,0
2153,1
357,1
3622,1
2500,1
4641,1
1779,1
4030,0
3358,1
1990,1
2938,1
915,0
3599,1
996,1
518,1
3596,1
826,1
2293,0
2704,1
997,0
1602,1
1744,1
2795,1
1230,1
578,1
1588,1
3029,0
299,1
3344,0
4065,1
4284,1
651,1
1210,1
4096,1
677,1
4478,1
290,1
583,1
4195,1
4816,1
748,1
2167,1
828,1
3309,1
4788,1
4608,1
2368,0
1974,0
1996,1
2953,1
793,1
1551,1
274,1
795,1
1890,0
1546,1
4178,1
4838,0
4599,0
3887,0
2972,1
443,1
1592,0
755,1
2797,0
481,0
622,0
4519,1
1193,0
67,0
1730,1
4617,1
3449,1
1849,1
3185,0
3008,1
3703,1
3895,0
783,1
566,1
4560,1
2305,1
2594,1
3625,1
2963,1
4326,0
105,1
2376,0
131,1
4249,0
2815,1
1790,1
4012,1
4183,0
1677,1
4504,1
1426,1
1776,1
1082,1
2445,0
3828,1
3263,1
350,1
2324,1
4093,1
1909,1
144,1
60,0
2834,1
4798,0
218,1
4713,1
839,1
2816,1
654,0
3687,1
1501,0
2212,1
3391,0
1283,1
606,0
4447,0
4033,1
605,1
2105,1
2393,0
4572,1
2300,1
3758,0
3883,1
4407,1
1281,1
1412,0
2009,1
4475,1
1884,0
1895,1
4627,1
4522,0
1497,1
2338,1
1694,0
3372,0
36,0
3856,1
4251,1
3525,1
733,1
1581,1
1742,1
2818,1
4331,1
4224,1
4489,1
2078,1
4132,1
4159,1
2846,1
1599,1
2854,0
3494,1
78,0
2505,0
519,1
3693,1
561,1
3388,1
1687,1
2553,1
1016,1
1981,1
1574,1
2070,1
3330,1
1542,1
3956,1
3818,1
3617,1
987,1
200,0
577,0
533,1
4056,0
1296,1
958,0
3678,1
4883,1
1285,0
4064,1
1098,1
522,1
3365,1
355,1
1579,1
3746,1
1582,1
2017,1
2225,1
2410,1
3948,1
1571,1
4867,1
1955,1
3451,1
2181,1
1199,1
3409,1
1385,1
1075,1
788,1
3236,1
2900,1
309,1
2874,0
3102,1
3128,1
2033,1
1150,1
12,0
1824,1
229,0
4575,1
3951,1
4115,1
3982,1
762,0
41,1
4563,1
2765,1
342,0
4139,1
1310,1
516,1
4796,0
637,1
4652,1
3334,1
3144,1
1073,1
4552,1
4454,0
81,1
1505,1
3316,1
2284,1
3838,1
4653,1
3193,1
2791,1
2288,1
143,0
4448,1
4554,1
4356,1
3719,1
809,0
928,1
4704,1
3876,0
4275,1
550,1
2424,1
4957,1
3117,1
4861,1
1837,1
1301,1
4332,1
1307,1
508,1
2885,1
146,1
4181,1
3200,1
1690,1
2422,1
94,1
1117,1
4638,1
2593,1
787,0
1433,1
4928,1
4150,1
468,1
4573,0
3435,1
665,1
3480,1
505,0
4579,1
340,1
2762,1
3545,1
2689,1
3947,1
1127,1
3281,0
4015,0
4268,1
2214,1
1373,1
2697,1
2758,0
74,1
2089,1
4657,1
1929,1
3575,1
3714,1
3605,1
1709,1
1390,1
1483,1
4080,1
1749,1
4352,1
3827,1
4825,1
4692,0
2705,0
911,1
429,1
2847,1
3739,1
3780,0
3591,1
546,0
1549,1
814,1
4113,1
4264,1
4507,1
2302,1
3158,1
191,0
3830,1
2261,1
1033,1
3103,1
399,0
440,1
2313,0
2211,1
599,1
1526,1
3323,1
977,1
447,1
3863,1
2806,1
632,1
1002,1
3192,1
2236,1
2269,1
1027,1
3434,1
4054,1
1514,1
3004,1
2617,1
2472,1
3268,1
1488,1
4404,0
2100,1
4718,1
3438,1
66,1
2099,0
2725,1
1469,1
2328,1
556,1
3119,0
517,1
3431,1
29,1
4214,1
4942,0
3221,1
4341,1
4247,1
891,0
1643,0
3382,1
1842,1
55,1
4708,1
4688,1
177,1
2804,1
1052,1
3967,1
1043,1
1970,1
2164,1
1844,1
4648,0
1402,1
4623,1
674,1
1437,1
3188,1
404,1
1471,1
3994,0
3945,1
3865,0
4935,1
2259,1
3602,1
2961,1
1679,1
3100,1
3353,1
1080,1
125,1
1149,0
3408,1
3553,1
4710,0
2254,0
2669,1
4799,1
336,1
2526,1
23,0
1113,1
4240,0
3564,1
1435,1
3769,1
3191,1
390,0
2171,1
2213,1
1785,1
1587,1
1841,1
4244,1
1727,1
1691,1
2576,1
453,0
3755,1
394,1
949,1
76,1
2195,1
2474,1
708,1
1302,1
3061,1
767,0
4272,1
2386,1
215,1
3107,1
2619,1
411,0
227,1
4584,1
3944,1
2318,1
2867,1
800,1
1277,1
261,0
260,1
3854,1
4112,1
2172,1
4216,1
322,1
4061,0
4,0
3313,1
4152,1
4270,0
3501,1
3577,1
104,1
704,1
1328,1
3908,1
2402,1
4549,1
4650,0
2826,1
1441,1
4662,1
4761,0
868,0
2823,1
1326,1
3889,0
485,1
1273,1
3156,1
4531,1
3557,0
1202,1
4705,1
1626,1
3177,1
331,1
4098,1
502,1
1227,1
1474,1
948,1
180,0
591,1
2299,1
47,0
2954,1
3203,0
1536,1
4843,1
469,0
4898,1
1340,1
810,1
2116,1
2458,1
4845,1
1226,1
3476,1
1807,1
4169,1
2930,1
952,1
4690,0
3924,1
3056,0
1330,1
122,0
4389,1
914,1
3925,1
2872,1
4546,1
3790,0
883,1
210,1
2962,1
441,1
2126,1
645,1
4581,1
1350,1
1436,1
4793,0
2843,1
1630,1
959,1
3760,1
3775,1
271,0
1494,1
2677,1
4154,1
153,0
2687,0
4951,1
3250,0
1452,1
4945,1
4053,1
2852,1
4574,0
3157,1
2735,0
3717,1
1617,0
4170,1
1022,1
337,1
4760,0
4611,1
2275,0
4893,1
410,1
462,1
1197,1
1823,1
3606,0
286,1
1308,1
166,1
2507,0
2630,0
3816,1
2937,1
765,0
869,1
118,1
3260,1
3633,1
939,1
1124,1
4148,1
1298,1
1403,1
3954,0
1167,1
1395,1
328,1
100,1
3770,1
635,1
226,1
1355,0
927,0
2951,0
2964,1
383,1
4300,0
333,1
4863,1
1420,1
3104,0
2369,0
3443,1
4766,1
2624,1
660,1
3245,0
4423,1
2888,1
4369,1
3468,1
941,1
4100,1
934,1
1552,1
2413,0
3777,0
2950,1
3367,0
2252,1
1753,1
2670,1
2010,1
2065,1
833,1
4511,1
3610,0
416,1
4209,1
489,1
782,1
781,1
2296,0
2465,1
2621,0
3996,1
4817,1
3621,1
4797,1
2808,0
3509,1
3543,1
1112,1
2676,1
2985,1
2561,1
115,0
4818,1
1586,1
661,1
4411,0
1122,1
3938,0
1658,1
2045,1
3419,1
3624,1
1431,1
2664,1
139,1
3660,0
2355,0
1949,1
4919,0
4804,0
1363,1
305,1
4905,1
1414,1
3218,1
4807,1
4634,1
4790,1
4609,1
3585,1
4186,1
925,1
4934,1
1334,1
2062,1
1356,1
1703,1
4781,1
3199,1
1545,0
3326,1
80,1
4262,0
159,1
1553,0
158,1
3226,1
4253,1
111,0
2909,0
553,1
3708,1
1389,1
4234,0
2454,1
1768,1
3989,0
2206,1
4670,1
984,0
4699,1
4149,1
393,1
2801,1
2776,1
772,1
2188,1
2759,1
56,1
2401,1
536,1
1607,1
3707,1
1145,1
343,1
1784,1
1858,1
979,0
4745,1
1427,1
2104,1
1057,1
1717,1
2357,1
114,0
840,1
1518,1
2250,1
3620,1
4709,1
3526,1
1808,1
4426,1
2734,1
246,1
3013,0
2158,1
4207,1
3696,0
1977,1
4070,1
4860,1
905,0
3914,1
1558,1
2580,1
3700,1
950,1
1995,1
2571,1
2598,1
2940,1
1164,1
348,1
1803,1
2319,0
729,1
4192,0
4958,0
2595,1
3691,1
320,0
421,0
4696,1
1422,0
3999,1
774,1
2568,1
4491,1
3943,0
4034,0
646,1
1063,1
901,1
4165,1
507,1
3976,0
2317,1
2084,1
1174,0
4523,1
3373,1
1875,0
510,0
4090,1
759,1
2423,1
32,0
4106,0
3279,1
4629,1
4294,1
4602,1
2541,1
1109,0
4925,1
4917,1
2518,1
1184,1
3538,1
2193,0
744,1
319,1
983,1
2945,1
2853,1
2893,1
1500,1
2519,1
569,1
4821,1
3934,1
976,1
1115,1
3228,1
668,1
1704,1
2537,1
3902,1
1404,1
4878,1
2014,1
2411,1
2277,1
3748,0
1074,1
1932,1
2751,0
2138,1
871,1
1963,0
1262,1
4933,1
1004,1
3645,1
2114,0
4436,1
2497,0
559,1
4901,1
946,1
4903,1
647,1
1521,1
861,1
3961,1
3940,1
1083,1
4787,1
3722,0
3393,1
178,0
4806,1
3045,1
557,0
4435,1
3024,1
776,0
2322,1
1896,1
5,0
2564,1
4185,1
2674,1
1726,1
4521,1
2000,1
4290,0
3178,1
3593,1
1400,1
560,1
3000,1
3868,1
4144,1
1627,1
4156,1
4445,1
1572,0
2535,1
1618,1
675,1
956,1
1699,1
1159,1
2926,1
412,1
1370,1
2842,1
3791,1
480,1
4180,1
649,1
1046,1
2016,0
4420,1
1,1
417,1
3150,1
575,1
444,1
1671,1
3483,1
802,1
1003,1
992,0
3508,1
3788,1
4759,1
2892,0
3424,1
3891,0
3611,1
4116,1
4155,1
310,0
1921,1
3070,1
3572,1
1000,1
457,1
3127,1
3984,1
4682,1
4361,1
798,0
3437,1
2993,0
3257,1
4538,1
1015,1
2209,1
875,0
3835,1
294,1
1573,1
359,1
3440,1
2092,0
1491,1
2085,1
2554,1
4778,1
4484,0
4536,1
4819,1
4707,0
4801,1
523,1
1038,1
1739,0
1622,1
3653,1
4293,1
752,0
3578,1
2476,1
1589,1
2947,1
62,1
3,1
3068,1
371,0
3095,1
3822,1
2068,1
643,1
4417,1
1218,1
4872,1
2848,1
1700,1
2334,1
3091,1
2782,1
2080,1
3841,0
1288,0
4655,1
4763,1
451,1
680,1
312,0
3048,1
3421,0
4900,0
2661,1
112,1
2287,1
3893,1
2620,1
1312,1
4770,0
4072,0
1034,1
1475,1
1173,1
3663,1
4841,1
789,0
4762,0
1665,1
4373,1
4742,1
4050,1
3825,0
3375,1
4409,1
1276,1
2450,1
4792,1
1609,1
2524,1
4413,0
2384,0
3909,1
4516,0
2073,1
2665,1
1577,0
99,0
3619,1
396,0
4884,1
3317,1
2562,1
198,1
2469,1
4852,1
2379,1
3310,1
2352,0
2549,1
4140,1
4725,1
848,1
3287,1
1550,1
2457,1
1133,1
1464,0
4470,1
156,1
476,1
1720,1
2807,1
2020,1
1463,0
3688,0
3949,1
727,1
3930,0
4490,0
1035,1
1759,1
1190,0
618,1
3072,0
3683,0
4913,1
103,1
3886,1
893,1
2223,1
4046,1
3101,1
3220,0
3447,0
311,1
2693,1
1619,1
3640,1
1570,0
4006,1
3952,1
1787,0
2098,1
3950,1
1135,1
3885,1
1067,1
3293,1
3442,1
4622,1
3859,1
3180,1
2640,1
808,0
3456,1
1316,1
2241,0
3133,1
4276,0
3932,1
3888,0
4811,0
436,1
1657,1
2685,1
2987,1
4474,1
4078,0
4764,0
769,1
3168,1
2654,1
3050,0
3463,1
563,1
3360,1
4746,1
4748,1
2327,1
2494,1
880,1
84,1
3207,1
2163,1
4171,0
1625,0
2067,0
3147,1
4241,1
4265,1
4314,1
3115,1
1476,0
2132,1
4105,1
2032,1
4274,0
638,1
1764,1
2247,1
3514,1
3242,1
